ID	NAME	CLONE_ID	5ACC	3ACC	GB_LIST
5011	 TYROSINE-PROTEIN KINASE RECEPTOR EPH PRECURSOR Chr.7 [320514, (I), 5':W31887, 3':W16661]	IMAGE:320514	W31887	W16661	W31887,W16661
5012	PDHB Pyruvate dehydrogenase (lipoamide) beta Chr.3 [320240, (IW), 5':W31288, 3':W05361]	IMAGE:320240	W31288	W05361	W31288,W05361
5013	 ESTs Chr.5 [320300, (IW), 5':W31665, 3':W15589]	IMAGE:320300	W31665	W15589	W31665,W15589
5014	Cytochrome c1SID  320448,  [5':W31804, 3':W04702]	IMAGE:320448	W31804	W04702	W31804,W04702
5015	 26S PROTEASOME REGULATORY SUBUNIT P31 Chr.19 [320239, (EW), 5':W31295, 3':W05368]	IMAGE:320239	W31295	W05368	W31295,W05368
5016	SID W 320408, ESTs, Highly  similar to HYPOTHETICAL 66.5 KD PROTEIN IN ADE12-RAP1 INTERGENIC REGION [Saccharom [5':W31582, 3':W04677]	IMAGE:320408	W31582	W04677	W31582,W04677
5017	 ESTs, Highly  similar to ACTIN I [Naegleria fowleri] Chr.3 [320421, (I), 5':, 3':W16845]	IMAGE:320421		W16845	W16845
5018	SID W 320453, Protein kinase C, zeta [5':W31814, 3':W04712]	IMAGE:320453	W31814	W04712	W31814,W04712
5019	 Homo sapiens clone 23817 mRNA sequence Chr.12 [320497, (IW), 5':W31770, 3':W04669]	IMAGE:320497	W31770	W04669	W31770,W04669
5020	 ESTs Chr.2 [320355, (R), 5':W31693, 3':W04525]	IMAGE:320355	W31693	W04525	W31693,W04525
5021	SID  320393, MHC class II DQ alpha [5':W31838, 3':W16836]	IMAGE:320393	W31838	W16836	W31838,W16836
5022	SID W 320207, Arylsulfatase A [5':W31639, 3':W15545]	IMAGE:320207	W31639	W15545	W31639,W15545
5023	 ESTs Chr.17 [320204, (IW), 5':W31634, 3':W15540]	IMAGE:320204	W31634	W15540	W31634,W15540
5024	SID W 320473, ESTs [5':W31825, 3':W04723]	IMAGE:320473	W31825	W04723	W31825,W04723
5025	 Human C-1 mRNA, complete cds Chr.7 [320143, (IW), 5':W31407, 3':W04507]	IMAGE:320143	W31407	W04507	W31407,W04507
5026	 Brush-1 Chr.13 [320336, (IW), 5':W31731, 3':W04636]	IMAGE:320336	W31731	W04636	W31731,W04636
5027	 ESTs, Weakly similar to !!!! ALU SUBFAMILY J WARNING ENTRY !!!! [H.sapiens] Chr.12 [320313, (IW), 5':W31529, 3':W04630]	IMAGE:320313	W31529	W04630	W31529,W04630
5028	 ESTs Chr.11 [320281, (IW), 5':W31510, 3':W04611]	IMAGE:320281	W31510	W04611	W31510,W04611
5029	 ESTs Chr.15 [320428, (IW), 5':W31791, 3':W04689]	IMAGE:320428	W31791	W04689	W31791,W04689
5030	ESTsSID  320317,  [5':W31531, 3':W04632]	IMAGE:320317	W31531	W04632	W31531,W04632
5031	 ESTs Chr.18 [320201, (R), 5':W31636, 3':W15542]	IMAGE:320201	W31636	W15542	W31636,W15542
5032	SID  320359, ESTs [5':W31695, 3':W04527]	IMAGE:320359	W31695	W04527	W31695,W04527
5033	 Homo sapiens mRNA for KIAA0560 protein, complete cds Chr.15 [320140, (IW), 5':W31399, 3':W04499]	IMAGE:320140	W31399	W04499	W31399,W04499
5034	 Human putative copper uptake protein (hCTR2) mRNA, complete cds Chr.9 [320382, (IW), 5':W31703, 3':W05356]	IMAGE:320382	W31703	W05356	W31703,W05356
5035	YY1 YY1 transcription factor Chr.14 [320538, (IW), 5':W32049, 3':W31532]	IMAGE:320538	W32049	W31532	W32049,W31532
5036	SID W 320520, Galactose-1-phosphate uridyl transferase [5':W31920, 3':W31202]	IMAGE:320520	W31920	W31202	W31920,W31202
5037	SID W 320856, HYPOTHETICAL MYELOID CELL LINE PROTEIN 6 [5':W38633, 3':W44737]	IMAGE:320856	W38633	W44737	W38633,W44737
5038	 Homo sapiens mRNA IFRD1 (PC4) interferon-related developmental regulator Chr.7 [320739, (IEW), 5':W32122, 3':W31629]	IMAGE:320739	W32122	W31629	W32122,W31629
5039	SID W 320574, Human zinc finger protein mRNA, complete cds [5':W31966, 3':W31375]	IMAGE:320574	W31966	W31375	W31966,W31375
5040	SID W 320765, Homo sapiens clone 23689 mRNA, complete cds [5':W32136, 3':W31689]	IMAGE:320765	W32136	W31689	W32136,W31689
5041	  Chr. [320903, (R), 5':, 3':W44701]	IMAGE:320903		W44701	W44701
5042	 ESTs Chr.9 [320852, (I), 5':, 3':W44791]	IMAGE:320852		W44791	W44791
5043	 ESTs Chr.7 [320539, (I), 5':, 3':W31536]	IMAGE:320539		W31536	W31536
5044	SID W 320658, ESTs [5':W32012, 3':W31543]	IMAGE:320658	W32012	W31543	W32012,W31543
5045	EMD Emerin (Emery-Dreifuss muscular dystrophy) Chr.X [321250, (IW), 5':W52798, 3':AA037393]	IMAGE:321250	W52798	AA037393	W52798,AA037393
5046	SID W 321242, Cholinergic receptor, nicotinic, alpha polypeptide 7 [5':W52861, 3':AA037389]	IMAGE:321242	W52861	AA037389	W52861,AA037389
5047	AUH AU RNA-binding protein/enoyl-Coenzyme A hydratase Chr.9 [321166, (IW), 5':W52995, 3':W52996]	IMAGE:321166	W52995	W52996	W52995,W52996
5048	 ESTs, Highly  similar to RAS-RELATED PROTEIN RAP-1B [Homo sapiens; Bos taurus] Chr.6 [321246, (IW), 5':W52863, 3':AA037391]	IMAGE:321246	W52863	AA037391	W52863,AA037391
5049	 DNA POLYMERASE EPSILON, CATALYTIC SUBUNIT A Chr.12 [321207, (IW), 5':W52910, 3':AA037353]	IMAGE:321207	W52910	AA037353	W52910,AA037353
5050	 ESTs, Weakly similar to D2096.2 gene product [C.elegans] Chr.3 [321140, (IEW), 5':W52978, 3':W52979]	IMAGE:321140	W52978	W52979	W52978,W52979
5051	 Human protocadherin 42 mRNA, complete cds for abbreviated PC42 Chr.5 [321260, (IW), 5':W55907, 3':W55908]	IMAGE:321260	W55907	W55908	W55907,W55908
5052	HLA-DRB5 Major histocompatibility complex, class II, DR beta 5 Chr.6 [321230, (IEW), 5':W52918, 3':AA037380]	IMAGE:321230	W52918	AA037380	W52918,AA037380
5053	 ESTs, Highly  similar to HYPOTHETICAL 35.1 KD PROTEIN IN NAM8-GAR1 INTERGENIC REGION [Saccharomy Chr.1 [321215, (I), 5':W55890, 3':W55891]	IMAGE:321215	W55890	W55891	W55890,W55891
5054	NPC1 Niemann-Pick disease, type C1 Chr.18 [321185, (IW), 5':W53013, 3':W53014]	IMAGE:321185	W53013	W53014	W53013,W53014
5055	SID W 321235, ESTs [5':W55857, 3':W55858]	IMAGE:321235	W55857	W55858	W55857,W55858
5056	 ESTs, Weakly similar to T14B4.2 gene product [C.elegans] Chr. [321118, (IW), 5':W52789, 3':W52790]	IMAGE:321118	W52789	W52790	W52789,W52790
5057	SID W 321194, ESTs, Moderately similar to N-terminal asparagine amidohydrolase [M.musculus] [5':W52897, 3':AA037326]	IMAGE:321194	W52897	AA037326	W52897,AA037326
5058	 ESTs Chr.11 [321203, (E), 5':W52908, 3':AA037351]	IMAGE:321203	W52908	AA037351	W52908,AA037351
5059	 Human Ste20-like kinase (MST2) mRNA, complete cds Chr.8 [321486, (IW), 5':W32557, 3':W32508]	IMAGE:321486	W32557	W32508	W32557,W32508
5060	 Human mRNA for KIAA0164 gene, complete cds Chr.6 [321594, (IW), 5':W33073, 3':W33074]	IMAGE:321594	W33073	W33074	W33073,W33074
5061	 Human RasGAP-related protein (IQGAP2) mRNA, complete cds Chr.5 [321386, (IRW), 5':W44852, 3':W32272]	IMAGE:321386	W44852	W32272	W44852,W32272
5062	SID W 321659, Human mRNA for KIAA0105 gene, complete cds [5':W32942, 3':W35377]	IMAGE:321659	W32942	W35377	W32942,W35377
5063	SID W 321308, Human Bcl2, p53 binding protein Bbp/53BP2 (BBP/53BP2) mRNA, complete cds [5':W32986, 3':W32191]	IMAGE:321308	W32986	W32191	W32986,W32191
5064	SID W 321411, H.sapiens mRNA for NADP+-dependent malic enzyme [5':W44874, 3':W32090]	IMAGE:321411	W44874	W32090	W44874,W32090
5065	 ESTs Chr.2 [321330, (IR), 5':W32992, 3':W32375]	IMAGE:321330	W32992	W32375	W32992,W32375
5066	SID W 321515, Homo sapiens HIV-Nef associated acyl CoA thioesterase (hNAACTE) mRNA, complete cds [5':W32649, 3':W32319]	IMAGE:321515	W32649	W32319	W32649,W32319
5067	 ESTs Chr.2 [321517, (I), 5':W32650, 3':W32320]	IMAGE:321517	W32650	W32320	W32650,W32320
5068	 Human brain mRNA for photolyase homolog, complete cds Chr. [321302, (IW), 5':W32115, 3':W32173]	IMAGE:321302	W32115	W32173	W32115,W32173
5069	 ESTs Chr.17 [321316, (IW), 5':W32156, 3':W32008]	IMAGE:321316	W32156	W32008	W32156,W32008
5070	 ESTs Chr.5 [321532, (IW), 5':W32654, 3':W32323]	IMAGE:321532	W32654	W32323	W32654,W32323
5071	 ESTs Chr.14 [321650, (IW), 5':W32929, 3':W35365]	IMAGE:321650	W32929	W35365	W32929,W35365
5072	SID W 321575, ESTs [5':W32784, 3':W32785]	IMAGE:321575	W32784	W32785	W32784,W32785
5073	 Homo sapiens clone 23930 mRNA sequence Chr.14 [321590, (IW), 5':W32888, 3':W35158]	IMAGE:321590	W32888	W35158	W32888,W35158
5074	 ESTs, Highly similar to gene TCTA protein [H.sapiens] Chr.3 [321374, (IEW), 5':W32206, 3':W32263]	IMAGE:321374	W32206	W32263	W32206,W32263
5075	SID  321326, ESTs [5':W32179, 3':W32215]	IMAGE:321326	W32179	W32215	W32179,W32215
5076	SIAT8 Sialyltransferase 8 (alpha-N-acetylneuraminate: alpha-2,8-sialytransferase, GD3 synthase) Chr.12 [322002, (IW), 5':W37412, 3':W37413]	IMAGE:322002	W37412	W37413	W37412,W37413
5077	SID W 321709, Proteolipid protein (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated) [5':W33040, 3':W35405]	IMAGE:321709	W33040	W35405	W33040,W35405
5078	SID W 321766, Human mRNA for KIAA0010 gene, complete cds [5':W32882, 3':W32883]	IMAGE:321766	W32882	W32883	W32882,W32883
5079	 ESTs, Weakly similar to CAJ1 PROTEIN [Saccharomyces cerevisiae] Chr.10 [321780, (EW), 5':W37124, 3':W33161]	IMAGE:321780	W37124	W33161	W37124,W33161
5080	 Homo sapiens mRNA for SH3 binding protein, complete cds Chr.3 [321999, (IW), 5':W37235, 3':W37818]	IMAGE:321999	W37235	W37818	W37235,W37818
5081	 Human G/T mismatch-specific thymine DNA glycosylase mRNA, complete cds Chr.X [321997, (IW), 5':W37234, 3':W37817]	IMAGE:321997	W37234	W37817	W37234,W37817
5082	SID W 322029, STRESS-ACTIVATED PROTEIN KINASE JNK2 [5':W37430, 3':W37431]	IMAGE:322029	W37430	W37431	W37430,W37431
5083	PTH Parathyroid hormone Chr.11 [322051, (RW), 5':W37305, 3':W37306]	IMAGE:322051	W37305	W37306	W37305,W37306
5084	MSX2 Msh (Drosophila) homeo box homolog 2 Chr.5 [322016, (IW), 5':W37289, 3':W37823]	IMAGE:322016	W37289	W37823	W37289,W37823
5085	SID W 321853, Huntingtin (Huntington disease) [5':W37273, 3':W33156]	IMAGE:321853	W37273	W33156	W37273,W33156
5086	SID W 321969, ESTs [5':W37286, 3':W37799]	IMAGE:321969	W37286	W37799	W37286,W37799
5087	SID W 321855, Homo sapiens cytochrome c oxidase assembly protein COX11 (COX11) mRNA, complete cds [5':W37274, 3':W33157]	IMAGE:321855	W37274	W33157	W37274,W33157
5088	SID W 321934, ESTs, Moderately similar to !!!! ALU SUBFAMILY SQ WARNING ENTRY !!!! [H.sapiens] [5':W37716, 3':W37717]	IMAGE:321934	W37716	W37717	W37716,W37717
5089	SID  321777, ESTs [5':W37209, 3':W33166]	IMAGE:321777	W37209	W33166	W37209,W33166
5090	 ESTs Chr.1 [321744, (DW), 5':W33057, 3':W35208]	IMAGE:321744	W33057	W35208	W33057,W35208
5091	SID  321870, ESTs [5':W37554, 3':W37313]	IMAGE:321870	W37554	W37313	W37554,W37313
5092	SID  321877, ESTs [5':W37565, 3':W37225]	IMAGE:321877	W37565	W37225	W37565,W37225
5093	SID  321989, ESTs [5':W37230, 3':W37813]	IMAGE:321989	W37230	W37813	W37230,W37813
5094	SID W 321881, Human mRNA for KIAA0326 gene, partial cds [5':W37629, 3':W37630]	IMAGE:321881	W37629	W37630	W37629,W37630
5095	SID W 322000, ETS-RELATED TRANSCRIPTION FACTOR ELF-1 [5':W37410, 3':W37411]	IMAGE:322000	W37410	W37411	W37410,W37411
5096	 ESTs, Weakly similar to OS-9 precurosor [H.sapiens] Chr.2 [321790, (EW), 5':W37303, 3':W37304]	IMAGE:321790	W37303	W37304	W37303,W37304
5097	 ESTs, Weakly similar to 50S RIBOSOMAL PROTEIN L9 [E.coli] Chr.1 [321749, (EW), 5':W33066, 3':W35415]	IMAGE:321749	W33066	W35415	W33066,W35415
5098	SID W 321925, ESTs [5':W37595, 3':W37490]	IMAGE:321925	W37595	W37490	W37595,W37490
5099	SID W 321854, ESTs, Weakly similar to HYPOTHETICAL 38.8 KD PROTEIN IN MIC1-SRB5 INTERGENIC REGION [S.cerevisia [5':W37266, 3':W33202]	IMAGE:321854	W37266	W33202	W37266,W33202
5100	 INTERFERON-INDUCED GUANYLATE-BINDING PROTEIN 2 Chr.1 [322238, (I), 5':W37972, 3':W37755]	IMAGE:322238	W37972	W37755	W37972,W37755
5101	SID W 322149, Human mRNA for motor protein, complete cds [5':W37785, 3':W37786]	IMAGE:322149	W37785	W37786	W37785,W37786
5102	CHGB Chromogranin B (secretogranin 1) Chr.20 [322148, (IRW), 5':W37768, 3':W37769]	IMAGE:322148	W37768	W37769	W37768,W37769
5103	SID W 322143, H.sapiens mRNA for gp25L2 protein [5':W37524, 3':W37550]	IMAGE:322143	W37524	W37550	W37524,W37550
5104	 MYOCYTE-SPECIFIC ENHANCER FACTOR 2 Chr.19 [322102, (IW), 5':W37621, 3':W37622]	IMAGE:322102	W37621	W37622	W37621,W37622
5105	ESTs, Highly  similar to RING CANAL PROTEIN [Drosophila melanogaster]SID  322109,  [5':W37663, 3':W37476]	IMAGE:322109	W37663	W37476	W37663,W37476
5106	 ESTs Chr.11 [322092, (IW), 5':W37646, 3':W37382]	IMAGE:322092	W37646	W37382	W37646,W37382
5107	SID W 322138, Hexokinase 1 [5':W37672, 3':W37533]	IMAGE:322138	W37672	W37533	W37672,W37533
5108	SID W 322163, Human mRNA for KIAA0267 gene, partial cds [5':W37914, 3':W37872]	IMAGE:322163	W37914	W37872	W37914,W37872
5109	SID W 322074, Human transformer-2 alpha (htra-2 alpha) mRNA, complete cds [5':W37743, 3':W37744]	IMAGE:322074	W37743	W37744	W37743,W37744
5110	 ESTs Chr.3 [322080, (I), 5':W37641, 3':W37378]	IMAGE:322080	W37641	W37378	W37641,W37378
5111	 ESTs Chr.9 [322223, (RW), 5':W38021, 3':W38022]	IMAGE:322223	W38021	W38022	W38021,W38022
5112	SID W 322172, ESTs, Highly  similar to HYPOTHETICAL 63.5 KD PROTEIN ZK353.1 IN CHROMOSOME III [Caenorhabditis  [5':W37985, 3':W37986]	IMAGE:322172	W37985	W37986	W37985,W37986
5113	SID W 322574, Human mRNA for KIAA0155 gene, complete cds [5':W39236, 3':W15276]	IMAGE:322574	W39236	W15276	W39236,W15276
5114	SID W 322691, Human mRNA for proteasome subunit HsC7-I, complete cds [5':W39527, 3':W15414]	IMAGE:322691	W39527	W15414	W39527,W15414
5115	SID W 322627, Human membrane-associated protein (HEM-1) mRNA, complete cds [5':W39404, 3':W15375]	IMAGE:322627	W39404	W15375	W39404,W15375
5116	SID W 322797, Cellular retinol-binding protein [5':W39738, 3':W15310]	IMAGE:322797	W39738	W15310	W39738,W15310
5117	SID W 322688, ESTs [5':W39519, 3':W15406]	IMAGE:322688	W39519	W15406	W39519,W15406
5118	SID W 322604, ESTs [5':W39322, 3':W15364]	IMAGE:322604	W39322	W15364	W39322,W15364
5119	SID W 322710, SERINE/THREONINE-PROTEIN KINASE RECEPTOR R5 PRECURSOR [5':W39552, 3':W15390]	IMAGE:322710	W39552	W15390	W39552,W15390
5120	CHGA Chromogranin A (parathyroid secretory protein 1) Chr.14 [322452, (IW), 5':W39212, 3':W15214]	IMAGE:322452	W39212	W15214	W39212,W15214
5121	SID W 322730, ESTs [5':W39597, 3':W15432]	IMAGE:322730	W39597	W15432	W39597,W15432
5122	SID W 322773, Human mRNA for KIAA0277 gene, complete cds [5':W39730, 3':W15530]	IMAGE:322773	W39730	W15530	W39730,W15530
5123	 ESTs Chr.19 [322679, (RW), 5':W39721, 3':W15499]	IMAGE:322679	W39721	W15499	W39721,W15499
5124	SID W 322611, ESTs [5':W39311, 3':W16441]	IMAGE:322611	W39311	W16441	W39311,W16441
5125	SID  322621, ESTs [5':W39344, 3':W15298]	IMAGE:322621	W39344	W15298	W39344,W15298
5126	 ESTs Chr.6 [322726, (E), 5':W39616, 3':W15511]	IMAGE:322726	W39616	W15511	W39616,W15511
5127	 ESTs Chr.5 [322537, (RW), 5':W39102, 3':W15263]	IMAGE:322537	W39102	W15263	W39102,W15263
5128	SID W 322594, ESTs [5':W39257, 3':W15288]	IMAGE:322594	W39257	W15288	W39257,W15288
5129	SID W 322578, Homo sapiens mRNA for GDP dissociation inhibitor beta [5':W39315, 3':W15356]	IMAGE:322578	W39315	W15356	W39315,W15356
5130	*FOLATE RECEPTOR GAMMA PRECURSOR SID W 322785, ESTs [5':W39654, 3':W15416]	IMAGE:322785	W39654	W15416	W39654,W15416
5131	SID W 322806, ESTs [5':W39660, 3':W15422]	IMAGE:322806	W39660	W15422	W39660,W15422
5132	 ESTs Chr.5 [322749, (I), 5':, 3':W15473]	IMAGE:322749		W15473	W15473
5133	SID W 322767, ESTs [5':W39643, 3':W15236]	IMAGE:322767	W39643	W15236	W39643,W15236
5134	SID W 322683, ESTs, Moderately  similar to ZINC FINGER PROTEIN MFG1 [Mus musculus] [5':W39523, 3':W15410]	IMAGE:322683	W39523	W15410	W39523,W15410
5135	SID W 322747, Human mRNA for KIAA0374 gene, complete cds [5':W39646, 3':W15472]	IMAGE:322747	W39646	W15472	W39646,W15472
5136	 ESTs Chr.11 [322692, (I), 5':W39520, 3':W15407]	IMAGE:322692	W39520	W15407	W39520,W15407
5137	SID W 322706, ESTs [5':W39550, 3':W15388]	IMAGE:322706	W39550	W15388	W39550,W15388
5138	SID  322470, ESTs [5':, 3':W16431]	IMAGE:322470		W16431	W16431
5139	SID W 323029, Human hVps41p (HVPS41) mRNA, complete cds [5':W42518, 3':W42441]	IMAGE:323029	W42518	W42441	W42518,W42441
5140	SID W 323118, Human mRNA for TESK1, complete cds [5':W42595, 3':W42583]	IMAGE:323118	W42595	W42583	W42595,W42583
5141	SID W 323162, Cyclin-dependent kinase 2 [5':W42612, 3':W42423]	IMAGE:323162	W42612	W42423	W42612,W42423
5142	 Homo sapiens protein phosphatase 2A B56-beta (PP2A) mRNA, complete cds Chr.11 [322933, (IW), 5':W39466, 3':W45036]	IMAGE:322933	W39466	W45036	W39466,W45036
5143	SID W 323181, Human fibroblast activation protein mRNA, complete cds [5':W45237, 3':W42634]	IMAGE:323181	W45237	W42634	W45237,W42634
5144	SID W 323001, Interferon regulatory factor 1 [5':W39703, 3':W45055]	IMAGE:323001	W39703	W45055	W39703,W45055
5145	SID W 323121, BETA-HEXOSAMINIDASE ALPHA CHAIN PRECURSOR [5':W42478, 3':W42543]	IMAGE:323121	W42478	W42543	W42478,W42543
5146	SID W 322865, Mannosidase alpha-B (lysosomal) [5':W45088, 3':W45129]	IMAGE:322865	W45088	W45129	W45088,W45129
5147	SID W 322937, Human mRNA for KIAA0194 gene, partial cds [5':W45109, 3':W45158]	IMAGE:322937	W45109	W45158	W45109,W45158
5148	SID W 322945, ESTs, Highly  similar to YME1 PROTEIN [Saccharomyces cerevisiae] [5':W39674, 3':W44815]	IMAGE:322945	W39674	W44815	W39674,W44815
5149	 ESTs, Highly  similar to PIM-1 PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE [Homo sapiens] Chr.22 [323204, (DW), 5':W45240, 3':W42636]	IMAGE:323204	W45240	W42636	W45240,W42636
5150	Human iron-regulatory protein 2 (IRP2) mRNA, partial cdsSID  323168,  [5':W42614, 3':W42426]	IMAGE:323168	W42614	W42426	W42614,W42426
5151	Small nuclear ribonucleoprotein polypeptide E  Chr. [323034, (E), 5':W45183, 3':W42658]	IMAGE:323034	W45183	W42658	W45183,W42658
5152	SID  322839, ESTs [5':W39576, 3':W44928]	IMAGE:322839	W39576	W44928	W39576,W44928
5153	 Homo sapiens mad protein homolog (hMAD-3) mRNA, complete cds Chr.15 [323028, (RW), 5':W42512, 3':W42414]	IMAGE:323028	W42512	W42414	W42512,W42414
5154	PRKR Protein kinase, interferon-inducible double stranded RNA dependent Chr.2 [323185, (RW), 5':W42652, 3':W42587]	IMAGE:323185	W42652	W42587	W42652,W42587
5155	 Human mitogen induced nuclear orphan receptor (MINOR) mRNA, complete cds Chr.9 [323151, (DW), 5':W42610, 3':W42606]	IMAGE:323151	W42610	W42606	W42610,W42606
5156	SID W 322859, XE169 PROTEIN [5':W39589, 3':W44939]	IMAGE:322859	W39589	W44939	W39589,W44939
5157	SID W 322861, Human retinoic acid induced RIG-E precursor (E) mRNA, complete cds [5':W39590, 3':W44940]	IMAGE:322861	W39590	W44940	W39590,W44940
5158	 EST Chr. [323169, (I), 5':W42640, 3':W42490]	IMAGE:323169	W42640	W42490	W42640,W42490
5159	SID W 323046, ESTs [5':W42523, 3':W42446]	IMAGE:323046	W42523	W42446	W42523,W42446
5160	SID  323195, ESTs [5':W42656, 3':W42591]	IMAGE:323195	W42656	W42591	W42656,W42591
5161	SID W 323390, DNA repair helicase ERCC3 [5':W42935, 3':W42870]	IMAGE:323390	W42935	W42870	W42935,W42870
5162	CENPB Centromere protein B (80kD) Chr.20 [323458, (IW), 5':W45615, 3':W45561]	IMAGE:323458	W45615	W45561	W45615,W45561
5163	SID W 323210, ESTs, Weakly similar to OB-R gene related protein [H.sapiens] [5':W42796, 3':W42688]	IMAGE:323210	W42796	W42688	W42796,W42688
5164	SID W 323555, FYN oncogene related to SRC, FGR, YES [5':W44374, 3':W45726]	IMAGE:323555	W44374	W45726	W44374,W45726
5165	 Human cysteine protease Mch2 isoform alpha (Mch2) mRNA, complete cds Chr. [323500, (RW), 5':W44316, 3':W45688]	IMAGE:323500	W44316	W45688	W44316,W45688
5166	GTF2F1 General transcription factor IIF, polypeptide 1 (74kD subunit) Chr.19 [323480, (IW), 5':W45626, 3':W45575]	IMAGE:323480	W45626	W45575	W45626,W45575
5167	SID W 323349, Human RNA polymerase II holoenzyme component SRB7 (SRB7) mRNA, complete cds [5':W42970, 3':W42971]	IMAGE:323349	W42970	W42971	W42970,W42971
5168	SLC4A2 Solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1) Chr.7 [323577, (RW), 5':W45658, 3':W45518]	IMAGE:323577	W45658	W45518	W45658,W45518
5169	SID  323572, ESTs [5':W44378, 3':W45731]	IMAGE:323572	W44378	W45731	W44378,W45731
5170	 ESTs Chr.X [323379, (IE), 5':W42936, 3':W42871]	IMAGE:323379	W42936	W42871	W42936,W42871
5171	SID W 323328, ESTs, Weakly similar to GPI-anchored protein p137 precursor [H.sapiens] [5':W42892, 3':W42777]	IMAGE:323328	W42892	W42777	W42892,W42777
5172	SID W 323520, ESTs [5':W44347, 3':W45700]	IMAGE:323520	W44347	W45700	W44347,W45700
5173	SID W 323287, ESTs [5':W42701, 3':W42758]	IMAGE:323287	W42701	W42758	W42701,W42758
5174	SID W 323431, ESTs, Moderately similar to metargidin precursor [H.sapiens] [5':W45609, 3':W45553]	IMAGE:323431	W45609	W45553	W45609,W45553
5175	SID W 323361, Homo sapiens mRNA for VRK2, complete cds [5':W42914, 3':W42860]	IMAGE:323361	W42914	W42860	W42914,W42860
5176	SID  323559, ESTs, Highly  similar to HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN L [Homo sapiens] [5':, 3':W45728]	IMAGE:323559		W45728	W45728
5177	SID W 323648, DPH2L [5':W45680, 3':W44417]	IMAGE:323648	W45680	W44417	W45680,W44417
5178	DLG3 Homolog 3 of Drosophila large discs Chr.17 [323777, (DRW), 5':W44684, 3':W44685]	IMAGE:323777	W44684	W44685	W44684,W44685
5179	CTPS CTP synthetase Chr.18 [323644, (DW), 5':W45678, 3':W44416]	IMAGE:323644	W45678	W44416	W45678,W44416
5180	SID W 323824, NADH-CYTOCHROME B5 REDUCTASE [5':W46211, 3':W46212]	IMAGE:323824	W46211	W46212	W46211,W46212
5181	FGF2 Fibroblast growth factor 2 (basic) Chr.4 [323776, (EW), 5':W44677, 3':W44678]	IMAGE:323776	W44677	W44678	W44677,W44678
5182	 Human mRNA for KIAA0110 gene, complete cds Chr.6 [323730, (IW), 5':W44671, 3':W44468]	IMAGE:323730	W44671	W44468	W44671,W44468
5183	 ESTs Chr.22 [323603, (R), 5':W44454, 3':W44340]	IMAGE:323603	W44454	W44340	W44454,W44340
5184	 KINESIN LIGHT CHAIN Chr.14 [323810, (IW), 5':W46165, 3':W46349]	IMAGE:323810	W46165	W46349	W46165,W46349
5185	 Homo sapiens GBAS (GBAS) mRNA, complete cds Chr.7 [323713, (EW), 5':W44610, 3':W44571]	IMAGE:323713	W44610	W44571	W44610,W44571
5186	SID W 323797, Human DNA from chromosome 19-specific cosmid R27090, genomic sequence [5':W46162, 3':W46150]	IMAGE:323797	W46162	W46150	W46162,W46150
